Total,Taxa,Exporter Country,YEAR,Modeled Data
2804,Valenciennea helsdingenii,Indonesia,2000,0
5865,Valenciennea longipinnis,Indonesia,2000,0
45339,Valenciennea puellaris,Indonesia,2000,0
7134,Valenciennea puellaris,Indonesia,2000,1
23290,Valenciennea sexguttata,Indonesia,2000,0
72424,Valenciennea strigata,Indonesia,2000,0
63962,Valenciennea strigata,Indonesia,2000,1
1602,Variola louti,Indonesia,2000,0
10060,Zanclus cornutus,Indonesia,2000,0
166,Zebrasoma flavescens,Indonesia,2000,0
20589,Zebrasoma scopas,Indonesia,2000,0
37678,Zebrasoma velifer,Indonesia,2000,0
38760,Zoramia leptacantha,Indonesia,2000,0
291,Abalistes stellatus,Indonesia,2004,0
1683,Abudefduf hoefleri,Indonesia,2004,0
35,Abudefduf septemfasciatus,Indonesia,2004,0
9947,Abudefduf sexfasciatus,Indonesia,2004,0
8453,Abudefduf vaigiensis,Indonesia,2004,0
21,Acanthurus chirurgus,Indonesia,2004,0
16,Acanthurus coeruleus,Indonesia,2004,0
159,Acanthurus guttatus,Indonesia,2004,0
3560,Acanthurus leucopareius,Indonesia,2004,0
1361,Acanthurus maculiceps,Indonesia,2004,0
36,Acanthurus monroviae,Indonesia,2004,0
176,Acanthurus nigricauda,Indonesia,2004,0
559,Acanthurus tennentii,Indonesia,2004,0
1451,Acanthurus tristis,Indonesia,2004,0
481,Acanthurus xanthopterus,Indonesia,2004,0
120,Alectis ciliaris,Indonesia,2004,0
28,Allenbatrachus grunniens,Indonesia,2004,0
199,Aluterus scriptus,Indonesia,2004,0
15,Amanses scopas,Indonesia,2004,0
27,Amblyeleotris sungami,Indonesia,2004,0
535,Amblyglyphidodon flavilatus,Indonesia,2004,0
1646,Amblygobius bynoensis,Indonesia,2004,0
1851,Amblygobius decussatus,Indonesia,2004,0
223,Amblypomacentrus breviceps,Indonesia,2004,0
359,Amphiprion allardi,Indonesia,2004,0
19,Amphiprion leucokranos,Indonesia,2004,0
785,Antennarius biocellatus,Indonesia,2004,0
170,Antennarius commerson,Indonesia,2004,0
14,Antennatus coccineus,Indonesia,2004,0
61,Antennatus nummifer,Indonesia,2004,0
50,Anthias anthias,Indonesia,2004,0
13,Anthias helenensis,Indonesia,2004,0
1210,Apogon amboinensis,Indonesia,2004,0
502,Apogon crassiceps,Indonesia,2004,0
94,Apogon dammermani,Indonesia,2004,0
124,Apogon doederleini,Indonesia,2004,0
30,Apogon doryssa,Indonesia,2004,0
30,Apolemichthys xanthurus,Indonesia,2004,0
45,Archamia leai,Indonesia,2004,0
23,Archamia macroptera,Indonesia,2004,0
15426,Arothron hispidus,Indonesia,2004,0
1053,Arothron stellatus,Indonesia,2004,0
208,Atelomycterus marmoratus,Indonesia,2004,0
72,Balistes vetula,Indonesia,2004,0
52,Balistoides viridescens,Indonesia,2004,0
43,Barbulifer ceuthoecus,Indonesia,2004,0
838,Belonepterygion fasciolatum,Indonesia,2004,0
45,Belonoperca chabanaudi,Indonesia,2004,0
353,Blenniella chrysospilos,Indonesia,2004,0
16,Blenniella gibbifrons,Indonesia,2004,0
32,Blenniella periophthalmus,Indonesia,2004,0
12521,Bodianus bimaculatus,Indonesia,2004,0
28,Bodianus izuensis,Indonesia,2004,0
461,Bodianus opercularis,Indonesia,2004,0
22,Bolbometopon muricatum,Indonesia,2004,0
54,Bothus mancus,Indonesia,2004,0
1996,Caesio cuning,Indonesia,2004,0
706,Caesio teres,Indonesia,2004,0
109,Callionymus beniteguri,Indonesia,2004,0
125,Callogobius hasseltii,Indonesia,2004,0
181,Cantherhines pardalis,Indonesia,2004,0
13,Cantherhines sandwichiensis,Indonesia,2004,0
142,Canthidermis maculata,Indonesia,2004,0
258,Centriscus scutatus,Indonesia,2004,0
214,Centropyge abei,Indonesia,2004,0
215,Centropyge colini,Indonesia,2004,0
621,Centropyge multicolor,Indonesia,2004,0
29,Centropyge multispinis,Indonesia,2004,0
23,Cephalopholis formosa,Indonesia,2004,0
777,Cephalopholis polleni,Indonesia,2004,0
66,Cephaloscyllium ventriosum,Indonesia,2004,0
353,Cepola macrophthalma,Indonesia,2004,0
15,Chaetodon argentatus,Indonesia,2004,0
99,Chaetodon austriacus,Indonesia,2004,0
80,Chaetodon guttatissimus,Indonesia,2004,0
11,Chaetodon larvatus,Indonesia,2004,0
15,Chaetodon lunulatus,Indonesia,2004,0
159,Chaetodon mertensii,Indonesia,2004,0
34,Cheilinus chlorourus,Indonesia,2004,0
516,Cheilinus oxycephalus,Indonesia,2004,0
93,Cheilio inermis,Indonesia,2004,0
14,Chelonodon laticeps,Indonesia,2004,0
124,Chiloscyllium griseum,Indonesia,2004,0
63,Chiloscyllium plagiosum,Indonesia,2004,0
20,Chlorurus enneacanthus,Indonesia,2004,0
18,Chriolepis zebra,Indonesia,2004,0
26,Chromis dasygenys,Indonesia,2004,0
491,Chromis hanui,Indonesia,2004,0
161,Chromis insolata,Indonesia,2004,0
2080,Chromis iomelas,Indonesia,2004,0
8137,Chromis margaritifer,Indonesia,2004,0
27,Chromis opercularis,Indonesia,2004,0
455,Chromis ternatensis,Indonesia,2004,0
75,Chromis vanderbilti,Indonesia,2004,0
134,Chrysiptera bleekeri,Indonesia,2004,0
482,Chrysiptera flavipinnis,Indonesia,2004,0
15,Chrysiptera niger,Indonesia,2004,0
355,Chrysiptera oxycephala,Indonesia,2004,0
358,Chrysiptera sheila,Indonesia,2004,0
2023,Chrysiptera springeri,Indonesia,2004,0
788,Chrysiptera unimaculata,Indonesia,2004,0
3499,Cirrhilabrus adornatus,Indonesia,2004,0
8945,Cirrhilabrus aurantidorsalis,Indonesia,2004,0
46,Cirrhilabrus blatteus,Indonesia,2004,0
10807,Cirrhilabrus exquisitus,Indonesia,2004,0
10705,Cirrhilabrus filamentosus,Indonesia,2004,0
10286,Cirrhilabrus flavidorsalis,Indonesia,2004,0
46,Cirrhilabrus laboutei,Indonesia,2004,0
676,Cirrhilabrus lineatus,Indonesia,2004,0
2672,Cirrhilabrus rubrimarginatus,Indonesia,2004,0
343,Cirrhilabrus rubripinnis,Indonesia,2004,0
11,Cirrhilabrus rubrisquamis,Indonesia,2004,0
1785,Cirrhilabrus rubriventralis,Indonesia,2004,0
50,Cirrhilabrus scottorum,Indonesia,2004,0
38337,Cirrhilabrus solorensis,Indonesia,2004,0
3265,Cirrhilabrus tonozukai,Indonesia,2004,0
880,Cirrhitichthys oxycephalus,Indonesia,2004,0
49,Cirrhitus pinnulatus,Indonesia,2004,0
11,Cirripectes springeri,Indonesia,2004,0
24,Colistium guntheri,Indonesia,2004,0
1011,Congrogadus subducens,Indonesia,2004,0
20,Coradion chrysozonus,Indonesia,2004,0
20,Coris auricularis,Indonesia,2004,0
214,Coris flavovittata,Indonesia,2004,0
157,Coris formosa,Indonesia,2004,0
45,Coris picta,Indonesia,2004,0
309,Coris pictoides,Indonesia,2004,0
144,Corythoichthys haematopterus,Indonesia,2004,0
22,Corythoichthys insularis,Indonesia,2004,0
623,Corythoichthys polynotatus,Indonesia,2004,0
22,Cryptocentrus albidorsus,Indonesia,2004,0
315,Ctenochaetus binotatus,Indonesia,2004,0
547,Ctenochaetus strigosus,Indonesia,2004,0
917,Ctenochaetus tominiensis,Indonesia,2004,0
75,Ctenogobiops pomastictus,Indonesia,2004,0
138,Cypho purpurascens,Indonesia,2004,0
546,Cyprinocirrhites polyactis,Indonesia,2004,0
214,Dactylopterus volitans,Indonesia,2004,0
45,Dascyllus marginatus,Indonesia,2004,0
60,Dendrochirus barberi,Indonesia,2004,0
454,Diademichthys lineatus,Indonesia,2004,0
2900,Dischistodus perspicillatus,Indonesia,2004,0
4812,Dischistodus prosopotaenia,Indonesia,2004,0
54,Discotrema crinophilum,Indonesia,2004,0
73,Doryrhamphus japonicus,Indonesia,2004,0
55,Dunckerocampus pessuliferus,Indonesia,2004,0
204,Echidna polyzona,Indonesia,2004,0
54,Ecsenius aroni,Indonesia,2004,0
53,Ecsenius bandanus,Indonesia,2004,0
159,Ecsenius frontalis,Indonesia,2004,0
21,Ecsenius gravieri,Indonesia,2004,0
244,Ecsenius melarchus,Indonesia,2004,0
1290,Ecsenius namiyei,Indonesia,2004,0
81,Ecsenius oculatus,Indonesia,2004,0
43,Ecsenius sellifer,Indonesia,2004,0
4009,Enchelyurus flavipes,Indonesia,2004,0
27,Engraulis japonicus,Indonesia,2004,0
55,Epinephelus awoara,Indonesia,2004,0
389,Epinephelus flavocaeruleus,Indonesia,2004,0
129,Epinephelus lanceolatus,Indonesia,2004,0
96,Epinephelus merra,Indonesia,2004,0
18,Epinephelus morio,Indonesia,2004,0
60,Eurypegasus draconis,Indonesia,2004,0
85,Eviota pellucida,Indonesia,2004,0
11,Eviota saipanensis,Indonesia,2004,0
1883,Genicanthus bellus,Indonesia,2004,0
270,Genicanthus caudovittatus,Indonesia,2004,0
51,Genicanthus watanabei,Indonesia,2004,0
19,Glaucostegus typus,Indonesia,2004,0
30529,Gobiodon citrinus,Indonesia,2004,0
3016,Gobiodon quinquestrigatus,Indonesia,2004,0
25,Gobiodon reticulatus,Indonesia,2004,0
577,Gobiodon rivulatus,Indonesia,2004,0
66,Gobioides broussonnetii,Indonesia,2004,0
206,Gobius niger,Indonesia,2004,0
1011,Gorgasia preclara,Indonesia,2004,0
125,Gracila albomarginata,Indonesia,2004,0
178,Gymnapogon urospilotus,Indonesia,2004,0
69,Gymnothorax flavimarginatus,Indonesia,2004,0
44,Gymnothorax javanicus,Indonesia,2004,0
80,Gymnothorax kidako,Indonesia,2004,0
81,Gymnothorax thyrsoideus,Indonesia,2004,0
14,Gymnothorax undulatus,Indonesia,2004,0
63,Gymnura japonica,Indonesia,2004,0
124,Halichoeres argus,Indonesia,2004,0
243,Halichoeres brownfieldi,Indonesia,2004,0
342,Halichoeres leucurus,Indonesia,2004,0
368,Halichoeres margaritaceus,Indonesia,2004,0
122,Halichoeres melanochir,Indonesia,2004,0
30,Halichoeres melasmapomus,Indonesia,2004,0
29,Halichoeres podostigma,Indonesia,2004,0
44,Halichoeres richmondi,Indonesia,2004,0
1028,Halichoeres rubricephalus,Indonesia,2004,0
123,Halichoeres trispilus,Indonesia,2004,0
343,Hapalochlaena lunulata,Indonesia,2004,0
356,Hemitaurichthys zoster,Indonesia,2004,0
795,Hoplolatilus chlupatyi,Indonesia,2004,0
186,Hoplolatilus cuniculus,Indonesia,2004,0
193,Hoplolatilus fourmanoiri,Indonesia,2004,0
83,Hoplolatilus fronticinctus,Indonesia,2004,0
726,Hoplolatilus luteus,Indonesia,2004,0
67,Inegocia guttata,Indonesia,2004,0
32,Iniistius pavo,Indonesia,2004,0
45,Inimicus didactylus,Indonesia,2004,0
82,Inimicus filamentosus,Indonesia,2004,0
44,Istiblennius lineatus,Indonesia,2004,0
510,Istigobius decoratus,Indonesia,2004,0
104,Istigobius ornatus,Indonesia,2004,0
17,Labracinus melanotaenia,Indonesia,2004,0
59,Labrichthys unilineatus,Indonesia,2004,0
11,Labropsis manabei,Indonesia,2004,0
112,Lactophrys bicaudalis,Indonesia,2004,0
145,Lactoria fornasini,Indonesia,2004,0
16,Lepidoperca pulchella,Indonesia,2004,0
467,Liopropoma carmabi,Indonesia,2004,0
309,Liopropoma susumi,Indonesia,2004,0
1857,Liopropoma swalesi,Indonesia,2004,0
28,Lobotes surinamensis,Indonesia,2004,0
15,Lutjanus erythropterus,Indonesia,2004,0
20,Lutjanus kasmira,Indonesia,2004,0
18,Lutjanus vitta,Indonesia,2004,0
843,Macropharyngodon negrosensis,Indonesia,2004,0
27,Malacanthus brevirostris,Indonesia,2004,0
37,Manonichthys paranox,Indonesia,2004,0
583,Manonichthys polynemus,Indonesia,2004,0
259,Micrognathus andersonii,Indonesia,2004,0
47,Microgobius thalassinus,Indonesia,2004,0
1215,Microspathodon chrysurus,Indonesia,2004,0
1951,Monacanthus chinensis,Indonesia,2004,0
3982,Monodactylus argenteus,Indonesia,2004,0
43,Moringua microchir,Indonesia,2004,0
11,Mulloidichthys vanicolensis,Indonesia,2004,0
41,Myrichthys maculosus,Indonesia,2004,0
96,Myripristis amaena,Indonesia,2004,0
22,Myripristis jacobus,Indonesia,2004,0
18,Myripristis seychellensis,Indonesia,2004,0
2331,Naso brevirostris,Indonesia,2004,0
6974,Naso elegans,Indonesia,2004,0
78,Naso hexacanthus,Indonesia,2004,0
163,Nectamia bandanensis,Indonesia,2004,0
10575,Neoglyphidodon crossi,Indonesia,2004,0
16,Neopataecus waterhousii,Indonesia,2004,0
1160,Novaculoides macrolepidotus,Indonesia,2004,0
56,Ogilbia cayorum,Indonesia,2004,0
340,Ogilbyina novaehollandiae,Indonesia,2004,0
18,Omobranchus elegans,Indonesia,2004,0
193,Ophioblennius atlanticus,Indonesia,2004,0
89,Opistognathus aurifrons,Indonesia,2004,0
91,Opistognathus gilberti,Indonesia,2004,0
584,Opistognathus scops,Indonesia,2004,0
142,Oplopomus oplopomus,Indonesia,2004,0
74,Ostorhinchus angustatus,Indonesia,2004,0
446,Ostorhinchus compressus,Indonesia,2004,0
78,Ostorhinchus cookii,Indonesia,2004,0
720,Ostorhinchus dispar,Indonesia,2004,0
54,Ostorhinchus fasciatus,Indonesia,2004,0
35,Ostorhinchus griffini,Indonesia,2004,0
105,Ostorhinchus hartzfeldii,Indonesia,2004,0
25,Ostorhinchus maculiferus,Indonesia,2004,0
956,Ostorhinchus margaritophorus,Indonesia,2004,0
89,Ostorhinchus moluccensis,Indonesia,2004,0
11792,Ostorhinchus parvulus,Indonesia,2004,0
90,Ostorhinchus sealei,Indonesia,2004,0
35,Oxycercichthys veliferus,Indonesia,2004,0
87,Oxycheilinus bimaculatus,Indonesia,2004,0
130,Oxycheilinus celebicus,Indonesia,2004,0
49,Paracaesio xanthura,Indonesia,2004,0
100,Paracentropogon longispinis,Indonesia,2004,0
7916,Paracheilinus cyaneus,Indonesia,2004,0
536,Paracheilinus flavianalis,Indonesia,2004,0
132,Paracheilinus lineopunctatus,Indonesia,2004,0
5041,Paracheilinus mccoskeri,Indonesia,2004,0
379,Paragobiodon xanthosoma,Indonesia,2004,0
17,Paralichthys lethostigma,Indonesia,2004,0
58,Paraluteres prionurus,Indonesia,2004,0
3452,Parma bicolor,Indonesia,2004,0
155,Parupeneus barberinus,Indonesia,2004,0
361,Parupeneus macronemus,Indonesia,2004,0
73,Parupeneus multifasciatus,Indonesia,2004,0
13,Parupeneus spilurus,Indonesia,2004,0
11,Pataecus fronto,Indonesia,2004,0
16,Pegasus volitans,Indonesia,2004,0
77,Pictichromis aurifrons,Indonesia,2004,0
359,Platax batavianus,Indonesia,2004,0
53,Plectorhinchus chrysotaenia,Indonesia,2004,0
57,Plectorhinchus gaterinoides,Indonesia,2004,0
145,Plectorhinchus gaterinus,Indonesia,2004,0
1255,Plectorhinchus lineatus,Indonesia,2004,0
5818,Plectranthias inermis,Indonesia,2004,0
23,Plectroglyphidodon phoenixensis,Indonesia,2004,0
25,Plectropomus areolatus,Indonesia,2004,0
37,Plesiops coeruleolineatus,Indonesia,2004,0
150,Plesiops oxycephalus,Indonesia,2004,0
259,Plotosus canius,Indonesia,2004,0
12183,Pomacentrus amboinensis,Indonesia,2004,0
10285,Pomacentrus auriventris,Indonesia,2004,0
92,Pomacentrus grammorhynchus,Indonesia,2004,0
1254,Pomacentrus milleri,Indonesia,2004,0
2896,Pomacentrus pavo,Indonesia,2004,0
624,Pomacentrus pikei,Indonesia,2004,0
125,Pomacentrus similis,Indonesia,2004,0
727,Pomacentrus simsiang,Indonesia,2004,0
690,Pomacentrus smithi,Indonesia,2004,0
14,Pomadasys maculatus,Indonesia,2004,0
844,Priolepis nocturna,Indonesia,2004,0
979,Pseudamia amblyuroptera,Indonesia,2004,0
1006,Pseudanthias bicolor,Indonesia,2004,0
1136,Pseudanthias bimaculatus,Indonesia,2004,0
374,Pseudanthias hypselosoma,Indonesia,2004,0
580,Pseudanthias ignitus,Indonesia,2004,0
570,Pseudanthias lori,Indonesia,2004,0
1919,Pseudanthias luzonensis,Indonesia,2004,0
248,Pseudanthias pascalus,Indonesia,2004,0
15,Pseudanthias pulcherrimus,Indonesia,2004,0
482,Pseudanthias randalli,Indonesia,2004,0
60,Pseudanthias thompsoni,Indonesia,2004,0
846,Pseudanthias truncatus,Indonesia,2004,0
321,Pseudechidna brummeri,Indonesia,2004,0
630,Pseudoblennius marmoratus,Indonesia,2004,0
26,Pseudocheilinus ocellatus,Indonesia,2004,0
328,Pseudocheilinus octotaenia,Indonesia,2004,0
637,Pseudochromis bitaeniatus,Indonesia,2004,0
1691,Pseudochromis cyanotaenia,Indonesia,2004,0
887,Pseudochromis dilectus,Indonesia,2004,0
39,Pseudochromis marshallensis,Indonesia,2004,0
150,Pseudochromis moorei,Indonesia,2004,0
129,Pseudochromis perspicillatus,Indonesia,2004,0
47,Pseudochromis sankeyi,Indonesia,2004,0
257,Pseudochromis steenei,Indonesia,2004,0
84,Pseudochromis tapeinosoma,Indonesia,2004,0
54,Pseudocoris yamashiroi,Indonesia,2004,0
83,Pseudodax moluccanus,Indonesia,2004,0
243,Pseudojuloides cerasinus,Indonesia,2004,0
66,Pseudojuloides erythrops,Indonesia,2004,0
70,Pseudojuloides mesostigma,Indonesia,2004,0
12,Pseudotriacanthus strigilifer,Indonesia,2004,0
72,Ptereleotris hanae,Indonesia,2004,0
93,Ptereleotris monoptera,Indonesia,2004,0
781,Pterocaesio digramma,Indonesia,2004,0
113,Pteroidichthys amboinensis,Indonesia,2004,0
325,Pterois russelii,Indonesia,2004,0
11,Rhinopias aphanes,Indonesia,2004,0
45,Rhinopias argoliba,Indonesia,2004,0
88,Rhinopias frondosa,Indonesia,2004,0
1503,Salarias segmentatus,Indonesia,2004,0
259,Sargocentron caudimaculatum,Indonesia,2004,0
147,Sargocentron cornutum,Indonesia,2004,0
703,Sargocentron diadema,Indonesia,2004,0
52,Sargocentron spinosissimum,Indonesia,2004,0
17,Sargocentron xantherythrum,Indonesia,2004,0
40,Scarus ghobban,Indonesia,2004,0
29,Scarus niger,Indonesia,2004,0
95,Scarus quoyi,Indonesia,2004,0
13,Scarus vetula,Indonesia,2004,0
21,Scorpaenopsis cirrosa,Indonesia,2004,0
17,Scorpaenopsis macrochir,Indonesia,2004,0
300,Serranocirrhitus latus,Indonesia,2004,0
25,Siganus canaliculatus,Indonesia,2004,0
25,Siganus fuscescens,Indonesia,2004,0
494,Siganus guttatus,Indonesia,2004,0
1339,Siganus lineatus,Indonesia,2004,0
1057,Siganus puelloides,Indonesia,2004,0
2176,Siganus puellus,Indonesia,2004,0
30,Siganus spinus,Indonesia,2004,0
460,Siganus stellatus,Indonesia,2004,0
643,Siganus trispilos,Indonesia,2004,0
47,Siganus unimaculatus,Indonesia,2004,0
2494,Siganus virgatus,Indonesia,2004,0
4079,Sphaeramia orbicularis,Indonesia,2004,0
3447,Sphyraena barracuda,Indonesia,2004,0
196,Stegastes fasciolatus,Indonesia,2004,0
556,Stegostoma fasciatum,Indonesia,2004,0
4548,Stonogobiops yasha,Indonesia,2004,0
291,Sufflamen albicaudatum,Indonesia,2004,0
68,Sufflamen bursa,Indonesia,2004,0
18,Suggrundus macracanthus,Indonesia,2004,0
80,Suttonia lineata,Indonesia,2004,0
27,Suttonia suttoni,Indonesia,2004,0
160,Symphorus nematophorus,Indonesia,2004,0
176,Synchiropus marmoratus,Indonesia,2004,0
96,Synchiropus sechellensis,Indonesia,2004,0
71,Synchiropus stellatus,Indonesia,2004,0
64,Terapon jarbua,Indonesia,2004,0
104,Tetrosomus gibbosus,Indonesia,2004,0
751,Thalassoma hardwicke,Indonesia,2004,0
378,Thalassoma jansenii,Indonesia,2004,0
70,Thalassoma lucasanum,Indonesia,2004,0
1447,Thalassoma lutescens,Indonesia,2004,0
145,Thalassoma quinquevittatum,Indonesia,2004,0
11,Thalassoma trilobatum,Indonesia,2004,0
30877,Thor amboinensis,Indonesia,2004,0
659,Tomiyamichthys oni,Indonesia,2004,0
27,Trachinotus blochii,Indonesia,2004,0
39,Trachyrhamphus longirostris,Indonesia,2004,0
24,Triaenodon obesus,Indonesia,2004,0
20,Upeneus tragula,Indonesia,2004,0
17,Valenciennea alleni,Indonesia,2004,0
2332,Valenciennea muralis,Indonesia,2004,0
8627,Valenciennea wardii,Indonesia,2004,0
103,Variola albimarginata,Indonesia,2004,0
478,Wetmorella albofasciata,Indonesia,2004,0
5066,Wetmorella nigropinnata,Indonesia,2004,0
1546,Xanthichthys auromarginatus,Indonesia,2004,0
82,Xyrichtys splendens,Indonesia,2004,0
113,Yongeichthys criniger,Indonesia,2004,0
18020,Zebrasoma desjardinii,Indonesia,2004,0
61,Zebrasoma xanthurum,Indonesia,2004,0
888,Zebrias zebra,Indonesia,2004,0
344,Zoramia fragilis,Indonesia,2004,0
150,Abudefduf abdominalis,Indonesia,2005,0
18,Abudefduf luridus,Indonesia,2005,0
35,Acanthaluteres spilomelanurus,Indonesia,2005,0
242,Acanthurus dussumieri,Indonesia,2005,0
97,Acanthurus nigroris,Indonesia,2005,0
37,Alionematichthys riukiuensis,Indonesia,2005,0
58,Amblyeleotris fasciata,Indonesia,2005,0
99,Amblygobius albimaculatus,Indonesia,2005,0
1699,Amphiprion latezonatus,Indonesia,2005,0
36,Anampses cuvier,Indonesia,2005,0
11,Anampses neoguinaicus,Indonesia,2005,0
12,Antennatus analis,Indonesia,2005,0
67,Apogonichthyoides timorensis,Indonesia,2005,0
228,Arothron immaculatus,Indonesia,2005,0
24,Aulorhynchus flavidus,Indonesia,2005,0
50,Blenniella paula,Indonesia,2005,0
11,Bodianus loxozonus,Indonesia,2005,0
14,Bryaninops tigris,Indonesia,2005,0
104,Caesio caerulaurea,Indonesia,2005,0
39,Callionymus richardsonii,Indonesia,2005,0
26,Canthigaster papua,Indonesia,2005,0
11,Centropyge flavissima,Indonesia,2005,0
105,Centropyge joculator,Indonesia,2005,0
43,Centropyge loricula,Indonesia,2005,0
13,Chaetodon fasciatus,Indonesia,2005,0
589,Cheilodipterus quinquelineatus,Indonesia,2005,0
111,Chlopsis bicolor,Indonesia,2005,0
12,Chlorurus bleekeri,Indonesia,2005,0
470,Chromis cyanea,Indonesia,2005,0
18,Chromis ovalis,Indonesia,2005,0
467,Chrysiptera rex,Indonesia,2005,0
75,Chrysiptera starcki,Indonesia,2005,0
124,Cirrhilabrus jordani,Indonesia,2005,0
22,Cirrhitichthys aureus,Indonesia,2005,0
57,Cirripectes variolosus,Indonesia,2005,0
98,Coris dorsomacula,Indonesia,2005,0
38,Corythoichthys paxtoni,Indonesia,2005,0
11,Corythoichthys schultzi,Indonesia,2005,0
54,Cryptocentrus cryptocentrus,Indonesia,2005,0
26,Ctenogobiops maculosus,Indonesia,2005,0
375,Dischistodus melanotus,Indonesia,2005,0
13,Ecsenius tigris,Indonesia,2005,0
23,Elacatinus puncticulatus,Indonesia,2005,0
39,Foa brachygramma,Indonesia,2005,0
20,Fusigobius neophytus,Indonesia,2005,0
35,Fusigobius signipinnis,Indonesia,2005,0
16,Gorgasia maculata,Indonesia,2005,0
73,Gymnothorax pictus,Indonesia,2005,0
19,Gymnothorax rueppelliae,Indonesia,2005,0
141,Halichoeres ornatissimus,Indonesia,2005,0
18,Hemiscyllium ocellatum,Indonesia,2005,0
16,Himantura gerrardi,Indonesia,2005,0
58,Hologymnosus annulatus,Indonesia,2005,0
12,Jaydia argyrogaster,Indonesia,2005,0
11821,Kuhlia mugil,Indonesia,2005,0
27,Liopropoma eukrines,Indonesia,2005,0
39,Lutjanus notatus,Indonesia,2005,0
289,Meiacanthus lineatus,Indonesia,2005,0
54,Microcanthus strigatus,Indonesia,2005,0
31,Microphis brachyurus lineatus,Indonesia,2005,0
15,Mulloidichthys flavolineatus,Indonesia,2005,0
43,Myripristis berndti,Indonesia,2005,0
22,Nectamia fusca,Indonesia,2005,0
20,Nemipterus furcosus,Indonesia,2005,0
391,Nemipterus nemurus,Indonesia,2005,0
101,Neoglyphidodon bonang,Indonesia,2005,0
220,Opistognathus solorensis,Indonesia,2005,0
12,Ostorhinchus apogonoides,Indonesia,2005,0
27,Ostorhinchus chrysopomus,Indonesia,2005,0
225,Ostorhinchus lateralis,Indonesia,2005,0
56,Parablennius marmoreus,Indonesia,2005,0
272,Paracheilinus angulatus,Indonesia,2005,0
47,Paragobiodon echinocephalus,Indonesia,2005,0
3404,Parma microlepis,Indonesia,2005,0
90,Pentapodus bifasciatus,Indonesia,2005,0
1215,Pentapodus emeryii,Indonesia,2005,0
105,Plectroglyphidodon johnstonianus,Indonesia,2005,0
78,Pomacanthus chrysurus,Indonesia,2005,0
169,Pomacanthus maculosus,Indonesia,2005,0
116,Pomacentrus albicaudatus,Indonesia,2005,0
218,Pomacentrus chrysurus,Indonesia,2005,0
45,Pomacentrus reidi,Indonesia,2005,0
27,Pseudanthias carlsoni,Indonesia,2005,0
1684,Pseudanthias fasciatus,Indonesia,2005,0
563,Pseudanthias hutomoi,Indonesia,2005,0
28,Pseudanthias lunulatus,Indonesia,2005,0
1249,Pseudanthias smithvanizi,Indonesia,2005,0
234,Pseudanthias taira,Indonesia,2005,0
1534,Pseudocheilinops ataenia,Indonesia,2005,0
20,Pseudochromis fridmani,Indonesia,2005,0
54,Pseudochromis tonozukai,Indonesia,2005,0
17,Pseudojuloides kaleidos,Indonesia,2005,0
35,Pseudolabrus miles,Indonesia,2005,0
98,Pterocaesio chrysozona,Indonesia,2005,0
318,Pterocaesio pisang,Indonesia,2005,0
32,Rhynchobatus djiddensis,Indonesia,2005,0
200,Salarias alboguttatus,Indonesia,2005,0
40,Sargocentron violaceum,Indonesia,2005,0
60,Selenotoca multifasciata,Indonesia,2005,0
62,Siganus punctatus,Indonesia,2005,0
138,Stegastes diencaeus,Indonesia,2005,0
31,Sunagocia otaitensis,Indonesia,2005,0
167,Ablabys binotatus,Indonesia,2008,0
66,Acanthaster planci,Indonesia,2008,0
29,Acanthella cavernosa,Indonesia,2008,0
164,Acanthochromis polyacanthus,Indonesia,2008,0
163,Acanthopleura gemmata,Indonesia,2008,0
18,Acanthurus bahianus,Indonesia,2008,0
1573,Acanthurus fowleri,Indonesia,2008,0
26,Actinia equina,Indonesia,2008,0
263,Actinia tenebrosa,Indonesia,2008,0
12,Actinodendron plumosum,Indonesia,2008,0
77,Actinopyga miliaris,Indonesia,2008,0
1607,Aioliops megastigma,Indonesia,2008,0
61,Alpheopsis yaldwyni,Indonesia,2008,0
17,Alpheus armatus,Indonesia,2008,0
453,Alpheus lottini,Indonesia,2008,0
1943,Alpheus randalli,Indonesia,2008,0
14,Amblycirrhitus pinos,Indonesia,2008,0
316,Amblyeleotris callopareia,Indonesia,2008,0
82,Amblyeleotris ogasawarensis,Indonesia,2008,0
643,Amblyeleotris yanoi,Indonesia,2008,0
454,Amblyglyphidodon ternatensis,Indonesia,2008,0
66,Amblygobius sphynx,Indonesia,2008,0
61,Amplexidiscus fenestrafer,Indonesia,2008,0
809,Anamobaea oerstedi,Indonesia,2008,0
103,Anchitosia queenslandensis,Indonesia,2008,0
604,Ancylomenes holthuisi,Indonesia,2008,0
60,Aniculus aniculus,Indonesia,2008,0
21,Aniculus maximus,Indonesia,2008,0
3592,Aniculus miyakei,Indonesia,2008,0
49,Aplysia (Varria),Indonesia,2008,0
14,Aplysia juliana,Indonesia,2008,0
68,Aplysia oculifera,Indonesia,2008,0
14,Apogonichthys ocellatus,Indonesia,2008,0
21,Apolemichthys xanthotis,Indonesia,2008,0
1111,Archaster lorioli,Indonesia,2008,0
28861,Archaster typicus,Indonesia,2008,0
44,Arothron reticularis,Indonesia,2008,0
8424,Asterias amurensis,Indonesia,2008,0
664,Asterina pectinifera,Indonesia,2008,0
29,Astrapogon puncticulatus,Indonesia,2008,0
