Total,Taxa,Exporter Country,YEAR,Modeled Data
48,Amphiprion sandaracinos,Singapore,2004,0
30,Amphiprion sebae,Singapore,2004,0
147,Chaetodermis penicilligerus,Singapore,2004,0
14,Chaetodon falcula,Singapore,2004,0
585,Chaetodon octofasciatus,Singapore,2004,0
312,Chaetodon semilarvatus,Singapore,2004,0
1156,Chaetodontoplus mesoleucus,Singapore,2004,0
3877,Chelmon rostratus,Singapore,2004,0
402,Chelmon rostratus,Singapore,2004,1
215,Chrysiptera cyanea,Singapore,2004,0
178,Gnathanodon speciosus,Singapore,2004,0
45,Gobiodon histrio,Singapore,2004,0
11,Gomphosus caeruleus,Singapore,2004,0
16,Gomphosus varius,Singapore,2004,0
66,Halichoeres chloropterus,Singapore,2004,0
16,Labroides dimidiatus,Singapore,2004,0
86,Naso lituratus,Singapore,2004,0
14,Nemateleotris magnifica,Singapore,2004,0
1563,Odonus niger,Singapore,2004,0
60,Ostorhinchus compressus,Singapore,2004,0
2245,Paracanthurus hepatus,Singapore,2004,0
44,Platax teira,Singapore,2004,0
1491,Premnas biaculeatus,Singapore,2004,0
1585,Rhinecanthus verrucosus,Singapore,2004,0
125,Siganus magnificus,Singapore,2004,0
21,Siganus vulpinus,Singapore,2004,0
885,Zanclus cornutus,Singapore,2004,0
46,Zebrasoma desjardinii,Singapore,2004,0
1233,Zebrasoma xanthurum,Singapore,2004,0
30,Chaetodon ephippium,Singapore,2005,0
104,Chrysiptera cyanea,Singapore,2005,1
340,Gymnothorax tile,Singapore,2005,0
1143,Paracanthurus hepatus,Singapore,2005,1
30,Pomacentrus alleni,Singapore,2005,0
201,Premnas biaculeatus,Singapore,2005,1
24,Sphaeramia nematoptera,Singapore,2005,0
33,Aeoliscus strigatus,Singapore,2008,0
20,Bryaninops tigris,Singapore,2008,0
32,Centropyge eibli,Singapore,2008,0
133,Chaetodon robustus,Singapore,2008,0
20,Cirrhilabrus adornatus,Singapore,2008,0
586,Cryptocentrus leptocephalus,Singapore,2008,0
66,Cryptodendrum adhaesivum,Singapore,2008,0
375,Diadema setosum,Singapore,2008,0
3988,Entacmaea quadricolor,Singapore,2008,0
87,Heteractis aurora,Singapore,2008,0
282,Heteractis crispa,Singapore,2008,0
880,Heteractis magnifica,Singapore,2008,0
35,Linckia multifora,Singapore,2008,0
20,Macrodactyla doreensis,Singapore,2008,0
466,Meiacanthus grammistes,Singapore,2008,0
32,Parachaetodon ocellatus,Singapore,2008,0
261,Pseudocolochirus violaceus,Singapore,2008,0
15,Pygoplites diacanthus,Singapore,2008,0
5115,Sabellastarte spectabilis,Singapore,2008,0
195,Sartoriana spinigera,Singapore,2008,0
29,Syngnathoides biaculeatus,Singapore,2008,0
500,Tectus niloticus,Singapore,2008,0
16,Upeneus tragula,Singapore,2008,0
66,Amblygobius phalaena,Singapore,2009,0
20,Chaetodontoplus septentrionalis,Singapore,2009,0
25,Cleithracara maronii,Singapore,2009,0
61,Ecsenius namiyei,Singapore,2009,0
15,Lamprometra palmata,Singapore,2009,0
12,Limaria hians,Singapore,2009,0
14,Centropyge joculator,Singapore,2011,0
50,Chromis retrofasciata,Singapore,2011,0
60,Chrysiptera hemicyanea,Singapore,2011,0
20,Chrysiptera rollandi,Singapore,2011,0
20,Dascyllus reticulatus,Singapore,2011,0
36,Genicanthus semifasciatus,Singapore,2011,0
35,Heniochus intermedius,Singapore,2011,0
29,Larabicus quadrilineatus,Singapore,2011,0
115,Pomacanthus asfur,Singapore,2011,0
91,Pomacanthus maculosus,Singapore,2011,0
11,Pseudochromis flavivertex,Singapore,2011,0
150,Sabellastarte magnifica,Singapore,2011,0
177,Acanthurus lineatus,Solomon Islands,2000,0
1693,Amblygobius decussatus,Solomon Islands,2000,0
3327,Amblygobius phalaena,Solomon Islands,2000,0
583,Amphiprion chrysopterus,Solomon Islands,2000,0
8183,Amphiprion clarkii,Solomon Islands,2000,0
3289,Amphiprion clarkii,Solomon Islands,2000,1
1750,Amphiprion melanopus,Solomon Islands,2000,0
42603,Amphiprion percula,Solomon Islands,2000,0
35620,Amphiprion percula,Solomon Islands,2000,1
97,Amplexidiscus fenestrafer,Solomon Islands,2000,0
406,Anomalops katoptron,Solomon Islands,2000,0
85,Arothron mappa,Solomon Islands,2000,0
3515,Arothron nigropunctatus,Solomon Islands,2000,0
1482,Atrosalarias fuscus,Solomon Islands,2000,0
2265,Bohadschia argus,Solomon Islands,2000,0
1540,Centropyge bicolor,Solomon Islands,2000,0
466,Centropyge bicolor,Solomon Islands,2000,1
533,Centropyge vrolikii,Solomon Islands,2000,0
244,Chaetodon citrinellus,Solomon Islands,2000,0
224,Chaetodon kleinii,Solomon Islands,2000,0
26,Chaetodon melannotus,Solomon Islands,2000,0
349,Chaetodon octofasciatus,Solomon Islands,2000,0
53,Chaetodon rafflesii,Solomon Islands,2000,0
48,Chaetodontoplus mesoleucus,Solomon Islands,2000,0
10200,Chromis viridis,Solomon Islands,2000,0
1556,Chromis viridis,Solomon Islands,2000,1
35134,Chrysiptera cyanea,Solomon Islands,2000,0
38772,Chrysiptera cyanea,Solomon Islands,2000,1
3644,Chrysiptera springeri,Solomon Islands,2000,0
1018,Chrysiptera talboti,Solomon Islands,2000,0
543,Chrysiptera talboti,Solomon Islands,2000,1
95,Cryptocentrus cinctus,Solomon Islands,2000,0
325,Cryptocentrus cinctus,Solomon Islands,2000,1
26,Cryptocentrus leptocephalus,Solomon Islands,2000,0
36,Culcita novaeguineae,Solomon Islands,2000,0
3109,Dascyllus melanurus,Solomon Islands,2000,0
467,Dascyllus melanurus,Solomon Islands,2000,1
4038,Dascyllus trimaculatus,Solomon Islands,2000,0
167,Dascyllus trimaculatus,Solomon Islands,2000,1
467,Diproctacanthus xanthurus,Solomon Islands,2000,0
1204,Gobiodon citrinus,Solomon Islands,2000,0
149,Gomphosus varius,Solomon Islands,2000,0
223,Halichoeres hortulanus,Solomon Islands,2000,0
2184,Halichoeres melanurus,Solomon Islands,2000,0
181,Halichoeres richmondi,Solomon Islands,2000,0
225,Heliopora coerulea,Solomon Islands,2000,0
23,Hemigymnus fasciatus,Solomon Islands,2000,0
71,Hemigymnus melapterus,Solomon Islands,2000,0
8205,Koumansetta rainfordi,Solomon Islands,2000,0
1219,Labroides dimidiatus,Solomon Islands,2000,0
87,Labroides dimidiatus,Solomon Islands,2000,1
549,Labroides pectoralis,Solomon Islands,2000,0
812,Macropharyngodon meleagris,Solomon Islands,2000,0
48,Macropharyngodon ornatus,Solomon Islands,2000,0
697,Meiacanthus atrodorsalis,Solomon Islands,2000,0
331,Melichthys vidua,Solomon Islands,2000,0
424,Naso brevirostris,Solomon Islands,2000,0
1083,Odonus niger,Solomon Islands,2000,0
687,Odonus niger,Solomon Islands,2000,1
40910,Paracanthurus hepatus,Solomon Islands,2000,0
9337,Paracanthurus hepatus,Solomon Islands,2000,1
818,Paracheilinus filamentosus,Solomon Islands,2000,0
177,Pomacentrus bankanensis,Solomon Islands,2000,0
13233,Premnas biaculeatus,Solomon Islands,2000,0
11650,Premnas biaculeatus,Solomon Islands,2000,1
1629,Pseudanthias tuka,Solomon Islands,2000,0
4304,Ptereleotris evides,Solomon Islands,2000,0
1461,Ptereleotris zebra,Solomon Islands,2000,0
1146,Rhinecanthus aculeatus,Solomon Islands,2000,0
172,Rhinecanthus verrucosus,Solomon Islands,2000,0
8233,Salarias fasciatus,Solomon Islands,2000,0
11251,Salarias fasciatus,Solomon Islands,2000,1
127,Scolopsis frenata,Solomon Islands,2000,0
37,Sebastapistes cyanostigma,Solomon Islands,2000,0
2529,Signigobius biocellatus,Solomon Islands,2000,0
350,Stethojulis bandanensis,Solomon Islands,2000,0
68,Synanceia verrucosa,Solomon Islands,2000,0
291,Thalassoma hardwicke,Solomon Islands,2000,0
324,Thalassoma jansenii,Solomon Islands,2000,0
225,Thalassoma lunare,Solomon Islands,2000,0
48,Thalassoma purpureum,Solomon Islands,2000,0
4251,Valenciennea longipinnis,Solomon Islands,2000,0
1565,Valenciennea sexguttata,Solomon Islands,2000,0
2465,Valenciennea strigata,Solomon Islands,2000,0
3584,Valenciennea strigata,Solomon Islands,2000,1
637,Zebrasoma scopas,Solomon Islands,2000,0
16,Acanthurus leucosternon,Solomon Islands,2004,0
189,Acanthurus pyroferus,Solomon Islands,2004,0
16,Amphiprion chrysogaster,Solomon Islands,2004,0
176,Amphiprion leucokranos,Solomon Islands,2004,0
2044,Amphiprion perideraion,Solomon Islands,2004,0
118,Amphiprion polymnus,Solomon Islands,2004,0
443,Amphiprion sandaracinos,Solomon Islands,2004,0
267,Apolemichthys trimaculatus,Solomon Islands,2004,0
131,Balistapus undulatus,Solomon Islands,2004,0
27,Canthigaster amboinensis,Solomon Islands,2004,0
37,Cephalopholis urodeta,Solomon Islands,2004,0
81,Cetoscarus bicolor,Solomon Islands,2004,0
18,Chaetodon vagabundus,Solomon Islands,2004,0
412,Chromis retrofasciata,Solomon Islands,2004,0
25,Chrysiptera taupou,Solomon Islands,2004,0
87,Cirrhilabrus exquisitus,Solomon Islands,2004,0
12,Coris formosa,Solomon Islands,2004,0
483,Coris gaimard,Solomon Islands,2004,0
13,Cromileptes altivelis,Solomon Islands,2004,0
16,Cryptocentrus cryptocentrus,Solomon Islands,2004,0
794,Ctenochaetus tominiensis,Solomon Islands,2004,0
66,Dendrochirus zebra,Solomon Islands,2004,0
17,Dendrochirus zebra,Solomon Islands,2004,1
155,Diademichthys lineatus,Solomon Islands,2004,0
42,Ecsenius bicolor,Solomon Islands,2004,0
1126,Gobiodon histrio,Solomon Islands,2004,0
2624,Gobiodon okinawae,Solomon Islands,2004,0
1045,Gobiodon okinawae,Solomon Islands,2004,1
188,Halichoeres chloropterus,Solomon Islands,2004,0
3898,Halichoeres chrysus,Solomon Islands,2004,0
38,Halichoeres melanochir,Solomon Islands,2004,0
20,Halichoeres trispilus,Solomon Islands,2004,0
18,Hoplolatilus marcosi,Solomon Islands,2004,0
14,Inimicus filamentosus,Solomon Islands,2004,0
15,Lutjanus sebae,Solomon Islands,2004,0
889,Meiacanthus grammistes,Solomon Islands,2004,0
16,Meiacanthus smithi,Solomon Islands,2004,0
118,Monodactylus argenteus,Solomon Islands,2004,0
14,Myrichthys colubrinus,Solomon Islands,2004,0
40,Naso lituratus,Solomon Islands,2004,0
27,Neoglyphidodon nigroris,Solomon Islands,2004,0
71,Novaculichthys taeniourus,Solomon Islands,2004,0
15,Ostracion meleagris,Solomon Islands,2004,0
11,Paracirrhites arcatus,Solomon Islands,2004,0
19,Paracirrhites forsteri,Solomon Islands,2004,0
21,Parapercis snyderi,Solomon Islands,2004,0
44,Parupeneus cyclostomus,Solomon Islands,2004,0
17,Plectorhinchus lineatus,Solomon Islands,2004,0
105,Pomacanthus imperator,Solomon Islands,2004,0
107,Pomacanthus navarchus,Solomon Islands,2004,0
3542,Pseudanthias dispar,Solomon Islands,2004,0
2028,Pseudanthias huchtii,Solomon Islands,2004,0
34,Ptereleotris microlepis,Solomon Islands,2004,0
316,Pterois antennata,Solomon Islands,2004,0
347,Pterois volitans,Solomon Islands,2004,0
77,Pterois volitans,Solomon Islands,2004,1
547,Pygoplites diacanthus,Solomon Islands,2004,0
278,Siganus vulpinus,Solomon Islands,2004,0
131,Sufflamen chrysopterum,Solomon Islands,2004,0
28,Thalassoma lutescens,Solomon Islands,2004,0
83,Valenciennea puellaris,Solomon Islands,2004,0
20,Variola louti,Solomon Islands,2004,0
15,Zebrasoma velifer,Solomon Islands,2004,0
11,Balistoides conspicillum,Solomon Islands,2005,0
17,Canthigaster valentini,Solomon Islands,2005,0
14,Halichoeres chrysus,Solomon Islands,2005,1
210,Labroides bicolor,Solomon Islands,2005,0
15,Siganus vulpinus,Solomon Islands,2005,1
98,Zanclus cornutus,Solomon Islands,2005,0
9680,Archaster typicus,Solomon Islands,2008,0
78,Bodianus mesothorax,Solomon Islands,2008,0
16,Bohadschia marmorata,Solomon Islands,2008,0
32,Centropyge bispinosa,Solomon Islands,2008,0
52,Centropyge flavicauda,Solomon Islands,2008,0
21,Centropyge nox,Solomon Islands,2008,0
26,Coriocella nigra,Solomon Islands,2008,0
13,Diploprion bifasciatum,Solomon Islands,2008,0
708,Entacmaea quadricolor,Solomon Islands,2008,0
67,Forcipiger flavissimus,Solomon Islands,2008,0
168,Genicanthus lamarck,Solomon Islands,2008,0
41,Genicanthus melanospilos,Solomon Islands,2008,0
11,Hemitaurichthys polylepis,Solomon Islands,2008,0
267,Heteractis crispa,Solomon Islands,2008,0
673,Linckia laevigata,Solomon Islands,2008,0
122,Luzonichthys whitleyi,Solomon Islands,2008,0
13,Macolor niger,Solomon Islands,2008,0
88,Panulirus versicolor,Solomon Islands,2008,0
339,Polycarpa aurata,Solomon Islands,2008,0
54,Pseudanthias pleurotaenia,Solomon Islands,2008,0
16,Sarcophyton ehrenbergi,Solomon Islands,2008,0
32,Siganus corallinus,Solomon Islands,2008,0
255,Stenopus hispidus,Solomon Islands,2008,0
222,Tubipora musica,Solomon Islands,2008,0
62,Chromis margaritifer,Solomon Islands,2009,0
39,Coradion altivelis,Solomon Islands,2009,0
23,Abudefduf hoefleri,Solomon Islands,2011,0
32,Dascyllus reticulatus,Solomon Islands,2011,0
48,Halichoeres nebulosus,Solomon Islands,2011,0
30,Heniochus varius,Solomon Islands,2011,0
228,Neopomacentrus azysron,Solomon Islands,2011,0
75,Pholidichthys leucotaenia,Solomon Islands,2011,0
947,Sphaeramia nematoptera,Solomon Islands,2011,0
2319,Trochus maculatus,Solomon Islands,2011,0
1379,Acanthurus leucocheilus,Sri Lanka,2000,0
49377,Acanthurus leucosternon,Sri Lanka,2000,0
12821,Acanthurus leucosternon,Sri Lanka,2000,1
16876,Acanthurus lineatus,Sri Lanka,2000,0
503,Acanthurus nigricans,Sri Lanka,2000,0
1083,Acanthurus nigricauda,Sri Lanka,2000,0
86,Acanthurus nigroris,Sri Lanka,2000,0
1530,Acanthurus pyroferus,Sri Lanka,2000,0
4329,Acanthurus tennentii,Sri Lanka,2000,0
6810,Acanthurus triostegus,Sri Lanka,2000,0
4387,Amblyeleotris diagonalis,Sri Lanka,2000,0
421,Amblyeleotris steinitzi,Sri Lanka,2000,0
122,Amblyeleotris sungami,Sri Lanka,2000,0
156,Amblygobius decussatus,Sri Lanka,2000,0
567,Amblygobius phalaena,Sri Lanka,2000,0
12238,Amphiprion clarkii,Sri Lanka,2000,0
4828,Amphiprion clarkii,Sri Lanka,2000,1
2742,Amphiprion melanopus,Sri Lanka,2000,0
1635,Amphiprion percula,Sri Lanka,2000,0
10309,Amphiprion percula,Sri Lanka,2000,1
31,Amphiprion perideraion,Sri Lanka,2000,0
12331,Amphiprion sebae,Sri Lanka,2000,0
5799,Amphiprion sebae,Sri Lanka,2000,1
12,Amplexidiscus fenestrafer,Sri Lanka,2000,0
1107,Anampses lineatus,Sri Lanka,2000,0
5832,Apolemichthys xanthurus,Sri Lanka,2000,0
2024,Arothron nigropunctatus,Sri Lanka,2000,0
60,Atrosalarias fuscus,Sri Lanka,2000,0
192,Balistoides conspicillum,Sri Lanka,2000,0
170,Bohadschia argus,Sri Lanka,2000,0
627,Bothus mancus,Sri Lanka,2000,0
6255,Canthigaster margaritata,Sri Lanka,2000,0
74,Canthigaster solandri,Sri Lanka,2000,0
421,Canthigaster valentini,Sri Lanka,2000,0
310,Centropyge argi,Sri Lanka,2000,0
88,Centropyge bicolor,Sri Lanka,2000,0
65,Centropyge bicolor,Sri Lanka,2000,1
2854,Centropyge eibli,Sri Lanka,2000,0
3600,Centropyge flavipectoralis,Sri Lanka,2000,0
3722,Centropyge multispinis,Sri Lanka,2000,0
37,Centropyge vrolikii,Sri Lanka,2000,0
788,Cephalopholis argus,Sri Lanka,2000,0
2294,Cephalopholis boenak,Sri Lanka,2000,0
742,Cephalopholis miniata,Sri Lanka,2000,0
30,Cetoscarus bicolor,Sri Lanka,2000,0
1245,Chaetodon auriga,Sri Lanka,2000,0
407,Chaetodon citrinellus,Sri Lanka,2000,0
6723,Chaetodon collare,Sri Lanka,2000,0
326,Chaetodon decussatus,Sri Lanka,2000,0
12,Chaetodon ephippium,Sri Lanka,2000,0
643,Chaetodon falcula,Sri Lanka,2000,0
1255,Chaetodon kleinii,Sri Lanka,2000,0
24,Chaetodon lineolatus,Sri Lanka,2000,0
1162,Chaetodon lunula,Sri Lanka,2000,0
74,Chaetodon melannotus,Sri Lanka,2000,0
558,Chaetodon meyeri,Sri Lanka,2000,0
46,Chaetodon octofasciatus,Sri Lanka,2000,0
159,Chaetodon plebeius,Sri Lanka,2000,0
26,Chaetodon rafflesii,Sri Lanka,2000,0
334,Chaetodon trifascialis,Sri Lanka,2000,0
531,Chaetodon trifasciatus,Sri Lanka,2000,0
1913,Chaetodon vagabundus,Sri Lanka,2000,0
687,Chaetodon xanthocephalus,Sri Lanka,2000,0
33,Chaetodontoplus mesoleucus,Sri Lanka,2000,0
1317,Chiloscyllium plagiosum,Sri Lanka,2000,0
12,Choriaster granulatus,Sri Lanka,2000,0
1339,Chromis viridis,Sri Lanka,2000,0
591,Chromis viridis,Sri Lanka,2000,1
668,Chrysiptera brownriggii,Sri Lanka,2000,0
2601,Chrysiptera cyanea,Sri Lanka,2000,0
20400,Chrysiptera cyanea,Sri Lanka,2000,1
667,Cirrhilabrus exquisitus,Sri Lanka,2000,0
19618,Cirrhilabrus rubriventralis,Sri Lanka,2000,0
1411,Cirrhitichthys oxycephalus,Sri Lanka,2000,0
8688,Coris formosa,Sri Lanka,2000,0
195,Coris gaimard,Sri Lanka,2000,0
3479,Cryptocentrus cinctus,Sri Lanka,2000,0
972,Cryptocentrus cinctus,Sri Lanka,2000,1
127,Cryptocentrus leptocephalus,Sri Lanka,2000,0
2509,Ctenochaetus strigosus,Sri Lanka,2000,0
12,Dactylopterus volitans,Sri Lanka,2000,0
1271,Dascyllus carneus,Sri Lanka,2000,0
72,Dascyllus melanurus,Sri Lanka,2000,0
3817,Dascyllus trimaculatus,Sri Lanka,2000,0
611,Dascyllus trimaculatus,Sri Lanka,2000,1
173,Dendrochirus brachypterus,Sri Lanka,2000,0
514,Dendrochirus zebra,Sri Lanka,2000,0
207,Dendrochirus zebra,Sri Lanka,2000,1
383,Diodon hystrix,Sri Lanka,2000,0
121,Diodon hystrix,Sri Lanka,2000,1
16,Diodon liturosus,Sri Lanka,2000,0
24,Diproctacanthus xanthurus,Sri Lanka,2000,0
532,Echeneis naucrates,Sri Lanka,2000,0
1424,Echidna nebulosa,Sri Lanka,2000,0
21270,Ecsenius bicolor,Sri Lanka,2000,0
3283,Ecsenius midas,Sri Lanka,2000,0
32762,Ecsenius pulcher,Sri Lanka,2000,0
151,Forcipiger flavissimus,Sri Lanka,2000,0
20657,Fromia elegans,Sri Lanka,2000,0
1323,Gnathanodon speciosus,Sri Lanka,2000,0
5271,Gobiodon citrinus,Sri Lanka,2000,0
679,Gomphosus caeruleus,Sri Lanka,2000,0
1808,Gomphosus varius,Sri Lanka,2000,0
191,Grammistes sexlineatus,Sri Lanka,2000,0
845,Gymnomuraena zebra,Sri Lanka,2000,0
1504,Gymnothorax favagineus,Sri Lanka,2000,0
11,Gymnothorax funebris,Sri Lanka,2000,0
140,Gymnothorax nubilus,Sri Lanka,2000,0
17,Gymnothorax steindachneri,Sri Lanka,2000,0
138,Halichoeres argus,Sri Lanka,2000,0
1062,Halichoeres hortulanus,Sri Lanka,2000,0
943,Halichoeres marginatus,Sri Lanka,2000,0
155,Halichoeres melanurus,Sri Lanka,2000,0
283,Halichoeres nebulosus,Sri Lanka,2000,0
6519,Heniochus acuminatus,Sri Lanka,2000,0
1005,Heniochus acuminatus,Sri Lanka,2000,1
6533,Heteractis magnifica,Sri Lanka,2000,0
3564,Heteractis malu,Sri Lanka,2000,0
801,Heteractis malu,Sri Lanka,2000,1
182,Hymenocera picta,Sri Lanka,2000,0
30,Istigobius nigroocellatus,Sri Lanka,2000,0
153,Koumansetta rainfordi,Sri Lanka,2000,0
40436,Labroides dimidiatus,Sri Lanka,2000,0
9962,Labroides dimidiatus,Sri Lanka,2000,1
610,Lactoria cornuta,Sri Lanka,2000,0
467007,Lysmata amboinensis,Sri Lanka,2000,0
11181,Lysmata amboinensis,Sri Lanka,2000,1
201299,Lysmata debelius,Sri Lanka,2000,0
17798,Lysmata debelius,Sri Lanka,2000,1
5546,Lysmata grabhami,Sri Lanka,2000,0
78,Macropharyngodon meleagris,Sri Lanka,2000,0
2627,Macropharyngodon ornatus,Sri Lanka,2000,0
62,Meiacanthus grammistes,Sri Lanka,2000,0
2497,Meiacanthus smithi,Sri Lanka,2000,0
2096,Melichthys indicus,Sri Lanka,2000,0
30,Melichthys vidua,Sri Lanka,2000,0
129,Myrichthys colubrinus,Sri Lanka,2000,0
2946,Naso brevirostris,Sri Lanka,2000,0
12124,Naso lituratus,Sri Lanka,2000,0
2289,Naso lituratus,Sri Lanka,2000,1
1819,Naso vlamingii,Sri Lanka,2000,0
1975,Nemateleotris decora,Sri Lanka,2000,0
541,Nemateleotris decora,Sri Lanka,2000,1
1004,Nemateleotris magnifica,Sri Lanka,2000,0
100,Nemateleotris magnifica,Sri Lanka,2000,1
1154,Neopomacentrus azysron,Sri Lanka,2000,0
3984,Neopomacentrus nemurus,Sri Lanka,2000,0
3400,Novaculichthys taeniourus,Sri Lanka,2000,0
4356,Odonus niger,Sri Lanka,2000,0
685,Odonus niger,Sri Lanka,2000,1
977,Ostorhinchus angustatus,Sri Lanka,2000,0
287,Ostracion cubicus,Sri Lanka,2000,0
1840,Oxycirrhites typus,Sri Lanka,2000,0
1041,Paracanthurus hepatus,Sri Lanka,2000,0
2912,Paracanthurus hepatus,Sri Lanka,2000,1
139,Paracirrhites forsteri,Sri Lanka,2000,0
176,Parapercis snyderi,Sri Lanka,2000,0
43,Parupeneus indicus,Sri Lanka,2000,0
167,Pervagor melanocephalus,Sri Lanka,2000,0
80,Plectorhinchus albovittatus,Sri Lanka,2000,0
579,Plectorhinchus diagrammus,Sri Lanka,2000,0
1989,Plectorhinchus vittatus,Sri Lanka,2000,0
2866,Pomacanthus annularis,Sri Lanka,2000,0
13036,Pomacanthus imperator,Sri Lanka,2000,0
7142,Pomacanthus semicirculatus,Sri Lanka,2000,0
46,Pomacentrus bankanensis,Sri Lanka,2000,0
5496,Pomacentrus caeruleus,Sri Lanka,2000,0
2231,Pomacentrus caeruleus,Sri Lanka,2000,1
743,Pomacentrus philippinus,Sri Lanka,2000,0
399,Premnas biaculeatus,Sri Lanka,2000,0
3489,Premnas biaculeatus,Sri Lanka,2000,1
11019,Protoreaster lincki,Sri Lanka,2000,0
2303,Pseudanthias evansi,Sri Lanka,2000,0
3103,Pseudanthias kashiwae,Sri Lanka,2000,0
41452,Pseudanthias squamipinnis,Sri Lanka,2000,0
5007,Pseudanthias squamipinnis,Sri Lanka,2000,1
42,Pseudobalistes flavimarginatus,Sri Lanka,2000,0
724,Pseudobalistes fuscus,Sri Lanka,2000,0
791,Ptereleotris evides,Sri Lanka,2000,0
142,Ptereleotris microlepis,Sri Lanka,2000,0
1726,Ptereleotris zebra,Sri Lanka,2000,0
4530,Pterois miles,Sri Lanka,2000,0
308,Pterois radiata,Sri Lanka,2000,0
23865,Pterois volitans,Sri Lanka,2000,0
6029,Pterois volitans,Sri Lanka,2000,1
466,Pygoplites diacanthus,Sri Lanka,2000,0
3077,Rhinecanthus aculeatus,Sri Lanka,2000,0
3902,Rhinecanthus rectangulus,Sri Lanka,2000,0
482,Rhinecanthus verrucosus,Sri Lanka,2000,0
27,Rhinomuraena quaesita,Sri Lanka,2000,0
6907,Rhynchocinetes uritai,Sri Lanka,2000,0
427,Salarias fasciatus,Sri Lanka,2000,0
3711,Salarias fasciatus,Sri Lanka,2000,1
578,Sargocentron diadema,Sri Lanka,2000,0
68,Signigobius biocellatus,Sri Lanka,2000,0
545,Sphaeramia nematoptera,Sri Lanka,2000,0
198,Sphaeramia nematoptera,Sri Lanka,2000,1
1946,Stenopus hispidus,Sri Lanka,2000,0
82,Stenopus hispidus,Sri Lanka,2000,1
40,Stethojulis bandanensis,Sri Lanka,2000,0
4801,Stichodactyla haddoni,Sri Lanka,2000,0
71,Stonogobiops xanthorhinica,Sri Lanka,2000,0
451,Sufflamen chrysopterum,Sri Lanka,2000,0
59181,Synchiropus marmoratus,Sri Lanka,2000,0
23,Taenianotus triacanthus,Sri Lanka,2000,0
1604,Thalassoma hardwicke,Sri Lanka,2000,0
100,Thalassoma jansenii,Sri Lanka,2000,0
2391,Thalassoma lunare,Sri Lanka,2000,0
300,Trachurus trachurus,Sri Lanka,2000,0
2134,Valenciennea longipinnis,Sri Lanka,2000,0
192623,Valenciennea puellaris,Sri Lanka,2000,0
34083,Valenciennea puellaris,Sri Lanka,2000,1
2844,Valenciennea sexguttata,Sri Lanka,2000,0
3429,Valenciennea strigata,Sri Lanka,2000,0
3477,Valenciennea strigata,Sri Lanka,2000,1
8134,Valenciennea wardii,Sri Lanka,2000,0
4226,Zanclus cornutus,Sri Lanka,2000,0
1141,Zebrasoma scopas,Sri Lanka,2000,0
1106,Zebrasoma velifer,Sri Lanka,2000,0
122,Abalistes stellatus,Sri Lanka,2004,0
1292,Abudefduf saxatilis,Sri Lanka,2004,0
634,Abudefduf saxatilis,Sri Lanka,2004,1
52,Abudefduf vaigiensis,Sri Lanka,2004,0
57,Acanthurus bariene,Sri Lanka,2004,0
97,Acanthurus nigrofuscus,Sri Lanka,2004,0
1161,Acanthurus sohal,Sri Lanka,2004,0
124,Acanthurus xanthopterus,Sri Lanka,2004,0
627,Amblyeleotris aurora,Sri Lanka,2004,0
108,Amblyeleotris fasciata,Sri Lanka,2004,0
63,Amblyeleotris gymnocephala,Sri Lanka,2004,0
378,Amblyeleotris latifasciata,Sri Lanka,2004,0
274,Amblyeleotris ogasawarensis,Sri Lanka,2004,0
281,Amblyeleotris periophthalma,Sri Lanka,2004,0
264,Amblyeleotris randalli,Sri Lanka,2004,0
37,Amblygobius semicinctus,Sri Lanka,2004,0
2488,Amphiprion nigripes,Sri Lanka,2004,0
141,Anampses caeruleopunctatus,Sri Lanka,2004,0
127,Anampses melanurus,Sri Lanka,2004,0
1009,Anampses meleagrides,Sri Lanka,2004,0
18,Antennarius biocellatus,Sri Lanka,2004,0
208,Antennarius hispidus,Sri Lanka,2004,0
15,Antennarius indicus,Sri Lanka,2004,0
85,Apolemichthys trimaculatus,Sri Lanka,2004,0
148,Apolemichthys xanthopunctatus,Sri Lanka,2004,0
29,Arothron manilensis,Sri Lanka,2004,0
332,Arothron meleagris,Sri Lanka,2004,0
17,Arothron reticularis,Sri Lanka,2004,0
42,Arothron stellatus,Sri Lanka,2004,0
365,Balistapus undulatus,Sri Lanka,2004,0
123,Balistoides viridescens,Sri Lanka,2004,0
991,Blenniella chrysospilos,Sri Lanka,2004,0
17,Bodianus bilunulatus,Sri Lanka,2004,0
151,Bodianus bimaculatus,Sri Lanka,2004,0
1554,Bodianus diana,Sri Lanka,2004,0
17,Bryaninops tigris,Sri Lanka,2004,0
12,Cantherhines pardalis,Sri Lanka,2004,0
17,Canthigaster amboinensis,Sri Lanka,2004,0
125,Canthigaster jactator,Sri Lanka,2004,0
64,Carcharhinus melanopterus,Sri Lanka,2004,0
134,Centropyge flavicauda,Sri Lanka,2004,0
17,Cephalopholis formosa,Sri Lanka,2004,0
14,Chaetodon fasciatus,Sri Lanka,2004,0
460,Chaetodon guttatissimus,Sri Lanka,2004,0
708,Chaetodon madagaskariensis,Sri Lanka,2004,0
111,Chaetodon mitratus,Sri Lanka,2004,0
15,Chaetodon paucifasciatus,Sri Lanka,2004,0
855,Chaetodon semilarvatus,Sri Lanka,2004,0
31,Chaetodon triangulum,Sri Lanka,2004,0
