"Natural resource depletion (% of GNI)"
"38"," Saudi Arabia","18.3","14.9","20.2","25.5","20.7","22.7","21.4","20.4",""
"162"," Senegal","0.0","0.0","0.1","0.0","1.0","1.4","2.3","1.4","1.1"
"63"," Seychelles","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.1","0.1"
"179"," Sierra Leone","17.8","15.7","13.8","9.5","9.4","9.2","9.3","7.3","7.7"
"5"," Singapore","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"40"," Slovakia","","0.9","0.8","0.5","0.6","0.6","0.5","0.5","0.5"
"25"," Slovenia","","0.3","0.3","0.2","0.3","0.4","0.3","0.3","0.5"
"156"," Solomon Islands","0.5","7.0","1.9","11.3","32.7","37.5","32.5","29.7","36.0"
"0"," Somalia","","","","","","","","8.9","8.6"
"119"," South Africa","1.5","0.7","0.7","2.4","4.1","4.7","4.0","3.9","3.1"
"27"," Spain","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"73"," Sri Lanka","1.5","1.5","0.6","0.4","0.6","0.5","0.5","0.4","0.5"
"165"," Sudan","","","","","","","5.7","4.5","3.6"
"97"," Suriname","13.0","4.5","8.2","7.3","11.6","16.6","15.0","11.8","9.8"
"148"," Swaziland","3.6","2.8","1.1","1.0","1.6","1.4","1.4","1.4","1.4"
"14"," Sweden","0.1","0.0","0.0","0.1","0.3","0.3","0.3","0.3","0.2"
"2"," Switzerland","0.1","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0"
"149"," Syrian Arab Republic","19.9","22.3","22.9","20.4","","","","",""
"129"," Tajikistan","","","","0.5","1.0","1.4","1.3","1.2","1.1"
"151"," Tanzania (United Republic of)","0.0","0.0","0.0","0.8","2.9","4.0","3.6","2.8","2.0"
"87"," Thailand","1.1","0.9","2.5","4.5","3.7","3.7","3.8","3.7","3.4"
"82"," The former Yugoslav Republic of Macedonia","","0.9","0.6","0.9","2.5","3.0","2.9","2.2","2.2"
"166"," Togo","5.5","12.2","8.3","6.2","8.0","8.7","10.6","9.1","7.8"
"101"," Tonga","0.1","0.1","0.0","0.0","0.1","0.1","0.1","0.1","0.1"
"65"," Trinidad and Tobago","21.1","14.6","23.4","47.7","32.0","32.8","26.5","24.3","13.4"
"97"," Tunisia","3.1","2.5","3.5","4.1","5.8","5.4","5.4","4.8","3.8"
"71"," Turkey","0.3","0.2","0.2","0.2","0.3","0.4","0.4","0.3","0.3"
"111"," Turkmenistan","","","","","32.5","35.7","","",""
"163"," Uganda","15.7","19.6","12.1","14.4","10.8","12.6","12.7","12.3","11.5"
"84"," Ukraine","","2.0","4.3","5.4","5.5","5.8","4.1","3.9","3.2"
"42"," United Arab Emirates","","","","13.4","10.4","12.2","11.7","11.0","9.2"
"16"," United Kingdom","1.2","1.1","1.8","1.6","1.3","1.2","1.0","0.8","0.6"
"10"," United States","0.8","0.5","0.7","1.1","0.8","1.0","0.9","0.8","0.7"
"54"," Uruguay","1.3","0.5","0.0","0.9","2.9","2.0","1.4","1.4","2.6"
"105"," Uzbekistan","","","36.2","","19.4","20.6","16.0","13.8","9.0"
"134"," Vanuatu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"71"," Venezuela (Bolivarian Republic of)","16.4","9.9","11.8","19.7","8.8","14.7","11.6","",""
"115"," Viet Nam","10.9","7.6","9.2","13.5","9.9","11.1","6.8","5.5","4.0"
"168"," Yemen","11.0","24.9","28.2","28.3","15.5","16.1","9.8","8.1",""
"139"," Zambia","8.8","4.8","0.5","5.1","12.3","12.2","10.3","10.1","8.9"
"154"," Zimbabwe","0.9","1.8","0.3","2.5","3.9","6.0","5.5","3.9","3.8"
"d: Data refer to the most recent year available during the period specified."
