"Natural resource depletion (% of GNI)"
"HDI Rank (2015)","Country","1990","1995","2000","2005","2010","2011","2012","2013","2014"
"169"," Afghanistan","","","","1.7","1.9","1.7","1.3","1.3","1.6"
"75"," Albania","6.7","0.9","0.6","0.7","1.5","2.7","3.1","3.6","3.8"
"83"," Algeria","12.1","14.5","23.5","31.5","19.9","20.9","19.4","18.0","14.7"
"150"," Angola","39.5","59.9","55.2","43.2","38.8","35.3","28.9","24.5",""
"45"," Argentina","2.9","1.7","3.1","8.6","3.9","4.0","3.4","2.9","2.7"
"84"," Armenia","","","0.2","0.5","1.8","2.5","2.3","1.8","1.8"
"2"," Australia","2.4","1.5","2.4","3.1","4.8","5.1","3.8","3.9","3.3"
"24"," Austria","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.1"
"78"," Azerbaijan","","","43.3","35.4","35.7","33.6","29.4","25.8","19.6"
"58"," Bahamas","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"47"," Bahrain","42.4","19.6","26.7","33.6","24.4","29.9","25.1","26.4",""
"139"," Bangladesh","2.4","2.1","2.1","3.5","3.5","3.4","3.0","2.7","2.6"
"54"," Barbados","0.5","0.3","0.5","0.6","0.6","0.8","0.7","",""
"52"," Belarus","","1.1","2.1","1.6","1.1","1.3","1.6","1.5","1.2"
"22"," Belgium","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"103"," Belize","0.0","0.0","0.0","0.0","7.3","8.3","6.2","5.2",""
"167"," Benin","0.7","0.5","0.5","0.7","1.3","1.3","1.6","1.4","1.4"
"132"," Bhutan","17.4","17.6","11.1","7.3","16.4","15.2","13.3","10.8","16.9"
"118"," Bolivia (Plurinational State of)","5.9","3.1","4.8","19.7","12.6","14.9","13.6","13.3","9.5"
"108"," Botswana","0.8","0.3","0.7","2.8","2.6","1.9","1.8","2.0","1.3"
"79"," Brazil","2.5","1.5","2.3","3.7","2.9","3.2","3.1","2.9","2.5"
"30"," Brunei Darussalam","28.1","20.5","33.4","47.0","","","27.1","",""
"56"," Bulgaria","0.3","0.8","0.5","0.8","0.9","1.3","1.1","1.0","0.8"
"185"," Burkina Faso","1.2","4.3","0.8","3.2","9.4","13.2","13.2","11.2","10.9"
"184"," Burundi","12.8","23.6","14.5","26.4","23.7","23.3","16.2","15.6","13.8"
"122"," Cabo Verde","0.3","0.4","0.2","0.3","0.3","0.3","0.4","0.4","0.5"
"143"," Cambodia","","8.0","1.9","1.6","2.4","2.6","2.3","1.8","2.3"
"153"," Cameroon","7.8","5.2","9.7","7.7","6.1","6.4","6.7","6.3","5.6"
"10"," Canada","2.1","2.0","3.7","4.3","2.4","2.9","2.5","2.3","2.1"
"188"," Central African Republic","0.0","0.0","0.0","0.0","0.1","0.1","0.1","0.1","0.1"
"186"," Chad","0.0","1.3","2.4","37.3","18.0","19.0","16.4","14.5","13.0"
"38"," Chile","6.6","4.3","4.8","8.5","10.2","10.2","9.1","8.1","8.0"
"90"," China","5.0","2.0","2.0","3.6","4.6","5.7","3.9","3.4","2.3"
"95"," Colombia","6.9","2.6","5.9","6.9","7.5","10.0","8.7","8.2","6.8"
"160"," Comoros","1.2","2.9","2.4","2.2","2.8","2.9","3.5","3.4","3.4"
"135"," Congo","38.0","51.9","72.7","75.4","64.4","67.7","61.5","49.4","39.2"
"176"," Congo (Democratic Republic of the)","5.3","8.5","3.4","14.3","23.2","26.0","28.0","32.8","31.8"
"66"," Costa Rica","1.8","2.2","0.7","0.7","1.2","0.8","0.9","0.9","1.2"
"45"," Croatia","","1.3","1.9","1.8","1.5","1.7","1.6","1.4","1.6"
"68"," Cuba","0.6","0.8","1.5","2.0","2.6","3.0","","",""
"33"," Cyprus","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0"
"28"," Czech Republic","","0.0","0.1","0.1","0.3","0.4","0.2","0.2","0.1"
"171"," Côte d'Ivoire","0.1","0.3","2.0","5.2","5.1","6.6","6.0","5.2","4.0"
"5"," Denmark","0.6","0.5","2.1","2.8","1.8","1.9","1.7","1.4","1.0"
"172"," Djibouti","","0.9","0.9","1.4","","","","",""
"96"," Dominica","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2"
"99"," Dominican Republic","1.5","0.9","0.6","1.3","0.2","0.5","0.6","1.3","1.4"
"89"," Ecuador","13.0","7.8","12.1","14.8","10.0","10.9","9.0","8.7","7.8"
"111"," Egypt","14.0","7.3","6.1","14.9","8.2","9.8","8.2","7.8","6.4"
"117"," El Salvador","1.9","1.8","1.1","0.9","2.2","1.7","1.6","1.7","2.5"
"135"," Equatorial Guinea","0.0","19.2","","","","87.5","81.1","80.3","67.2"
"179"," Eritrea","","8.6","4.8","3.2","1.8","15.1","","",""
"30"," Estonia","","","1.6","0.2","0.8","1.0","0.7","0.8","0.8"
"174"," Ethiopia","9.3","26.4","15.7","20.2","14.2","15.7","13.6","12.7","11.2"
"91"," Fiji","0.8","0.6","0.4","0.3","1.4","1.4","1.5","0.9","0.8"
"23"," Finland","0.0","0.0","0.0","0.0","0.2","0.4","0.3","0.2","0.2"
"21"," France","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"109"," Gabon","31.3","34.3","37.6","37.8","33.6","35.5","35.7","31.6","26.2"
"173"," Gambia","4.3","2.9","2.2","4.3","4.4","5.3","6.1","6.4","7.0"
"70"," Georgia","","","0.5","0.4","0.7","0.7","1.1","0.9","0.8"
"4"," Germany","0.1","0.0","0.1","0.1","0.1","0.1","0.1","0.1","0.0"
"139"," Ghana","5.0","11.5","10.0","11.2","10.4","15.3","16.1","14.5","17.5"
"29"," Greece","0.1","0.0","0.0","0.1","0.1","0.2","0.1","0.1",""
"125"," Guatemala","3.7","3.6","2.4","2.0","4.9","4.2","3.4","3.4","4.6"
"183"," Guinea","14.7","12.1","9.7","18.5","21.3","25.3","24.1","21.1","19.2"
"178"," Guinea-Bissau","0.0","2.8","4.1","7.0","10.1","8.9","12.1","12.8","12.3"
"127"," Guyana","5.9","2.0","2.2","2.2","8.0","12.1","14.2","11.7","10.8"
"163"," Haiti","","","","1.4","2.9","2.1","1.9","2.0","3.1"
"130"," Honduras","4.2","4.0","1.9","1.8","3.8","4.7","2.7","3.0","4.4"
"43"," Hungary","","0.7","0.8","0.7","0.5","0.5","0.5","0.4","0.3"
"9"," Iceland","","","","","","0.0","0.0","0.0",""
"131"," India","3.6","3.1","2.8","2.9","4.1","4.1","3.3","3.0","2.9"
"113"," Indonesia","8.2","4.3","9.6","10.0","4.8","5.2","3.9","3.6","2.6"
"69"," Iran (Islamic Republic of)","9.2","10.0","17.2","20.2","13.2","13.6","11.7","12.6",""
"121"," Iraq","4.0","","","30.0","19.1","21.6","20.1","18.6","18.5"
"8"," Ireland","0.3","0.2","0.1","0.0","0.1","0.1","0.1","0.1","0.1"
"19"," Israel","0.0","0.0","0.0","0.2","0.1","0.2","0.2","0.3","0.2"
"26"," Italy","0.1","0.1","0.2","0.2","0.1","0.2","0.2","0.1","0.1"
"94"," Jamaica","3.7","1.6","1.0","1.0","0.9","0.9","0.7","0.8","1.0"
"17"," Japan","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"86"," Jordan","0.2","0.2","0.3","0.3","0.8","1.6","1.2","0.7","0.5"
"56"," Kazakhstan","","9.5","31.1","36.3","19.7","21.4","18.2","15.4","13.7"
"146"," Kenya","5.1","7.5","3.3","4.0","3.0","3.3","3.3","3.1","2.8"
"137"," Kiribati","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18"," Korea (Republic of)","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"51"," Kuwait","11.8","15.9","19.6","24.9","22.0","25.4","24.6","23.5","22.3"
"120"," Kyrgyzstan","","","0.7","2.1","9.0","10.5","5.6","7.3","6.1"
"138"," Lao People's Democratic Republic","5.9","8.0","4.0","5.0","11.5","13.4","12.0","10.7","12.2"
"44"," Latvia","","","2.0","1.0","1.1","0.9","1.1","0.7","1.0"
"76"," Lebanon","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"160"," Lesotho","2.5","3.3","3.0","3.0","3.3","3.1","4.0","4.1","4.6"
"177"," Liberia","","","0.5","2.9","26.5","24.1","28.4","26.7","27.4"
"102"," Libya","","","","30.4","26.0","22.2","26.9","22.3","16.2"
"37"," Lithuania","","0.7","0.6","0.4","0.4","0.4","0.3","0.3","0.4"
"20"," Luxembourg","","","0.0","0.0","0.0","0.1","0.1","0.0","0.0"
"158"," Madagascar","0.0","0.0","0.0","1.1","2.4","2.6","3.1","3.5","4.3"
"170"," Malawi","7.5","16.0","8.6","7.4","6.2","6.6","10.2","11.6","10.8"
"59"," Malaysia","11.3","4.9","7.4","12.2","7.7","7.5","6.9","6.8","5.5"
"105"," Maldives","0.1","0.1","0.0","0.0","0.1","0.1","0.0","0.0","0.1"
"175"," Mali","0.3","1.7","1.9","3.6","10.7","12.6","15.9","13.0","10.6"
"157"," Mauritania","5.9","3.6","5.9","11.9","25.9","26.2","24.8","26.3","20.7"
"64"," Mauritius","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"77"," Mexico","4.0","2.3","3.4","7.2","6.2","7.4","7.1","6.3","5.0"
"127"," Micronesia (Federated States of)","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"107"," Moldova (Republic of)","","0.5","0.4","0.2","0.1","0.2","0.2","0.3","0.4"
"92"," Mongolia","4.8","8.5","3.5","9.7","18.8","21.5","15.4","11.5","12.2"
"123"," Morocco","0.2","0.1","0.3","0.2","1.2","2.0","2.0","1.4","1.0"
"181"," Mozambique","0.0","0.0","0.0","3.4","2.6","2.6","2.9","2.8","1.8"
"145"," Myanmar","","","","","","","2.8","3.8","3.9"
"125"," Namibia","4.7","0.5","0.1","0.5","1.4","1.5","1.3","1.0","1.2"
"144"," Nepal","8.4","6.7","5.5","3.7","6.5","5.5","4.7","4.0","5.8"
"7"," Netherlands","0.9","0.6","1.2","1.7","0.9","0.8","0.7","0.8","0.4"
"13"," New Zealand","0.9","0.6","1.8","1.1","1.7","1.6","1.3","1.1","0.9"
"124"," Nicaragua","10.2","3.9","2.3","2.0","6.6","5.6","5.4","5.7","7.4"
"187"," Niger","3.8","9.7","7.9","8.2","8.9","11.5","14.5","15.0","13.7"
"152"," Nigeria","32.7","27.8","29.1","26.5","10.1","11.6","9.9","8.1","6.6"
"1"," Norway","7.3","7.8","15.7","16.4","10.4","11.0","9.6","8.5","7.1"
"52"," Oman","30.6","23.2","33.9","37.1","33.4","39.6","35.9","34.9",""
"147"," Pakistan","2.9","2.0","3.4","6.8","4.3","4.0","3.5","3.3","2.7"
"60"," Panama","0.0","0.0","0.0","0.0","0.1","0.2","0.2","0.1","0.1"
"154"," Papua New Guinea","14.4","24.8","24.5","27.4","30.0","26.7","18.7","17.4","15.0"
"110"," Paraguay","","7.8","4.6","5.9","7.2","4.7","5.0","4.5","5.3"
"87"," Peru","5.7","1.6","1.4","4.1","7.4","8.8","7.1","5.5","4.8"
"116"," Philippines","1.3","0.8","0.3","0.9","2.0","3.0","1.9","1.6","1.7"
"36"," Poland","","0.4","0.5","0.8","0.9","1.1","0.9","0.8","0.7"
"41"," Portugal","0.1","0.0","0.0","0.0","0.1","0.1","0.1","0.1","0.1"
"33"," Qatar","24.8","22.1","","33.7","21.6","22.8","19.1","17.8","13.8"
"50"," Romania","5.7","3.2","4.4","2.8","1.2","1.8","1.6","1.4","1.0"
"49"," Russian Federation","","6.3","19.6","20.6","12.4","13.2","11.6","10.9","9.5"
"159"," Rwanda","4.4","11.7","5.6","6.3","6.0","6.0","6.0","5.9","5.7"
"92"," Saint Lucia","0.1","0.1","0.0","0.0","0.1","0.1","0.0","0.1","0.1"
"99"," Saint Vincent and the Grenadines","0.1","0.1","0.1","0.0","0.1","0.1","0.1","0.1","0.1"
"104"," Samoa","","","0.7","0.5","0.6","0.7","0.7","0.6","0.8"
"142"," Sao Tome and Principe","","","","1.8","2.0","1.8","1.9","1.7","1.6"
