"Vulnerable employment (% of total employment)"
"73"," Sri Lanka","43.0","37.7","41.4","37.6","41.9","42.2","40.7","43.1",""
"97"," Suriname","","13.3","","","","","","12.9",""
"14"," Sweden","","8.4","7.1","6.9","7.0","6.8","6.7","6.8","6.7"
"2"," Switzerland","","9.2","9.7","9.6","9.1","9.4","9.1","9.1","9.1"
"149"," Syrian Arab Republic","","","","","36.8","32.9","","",""
"151"," Tanzania (United Republic of)","","","","","","85.6","","74.0",""
"87"," Thailand","70.3","61.4","57.1","53.1","52.7","53.5","53.5","55.9",""
"82"," The former Yugoslav Republic of Macedonia","","","21.4","22.4","23.1","22.5","22.1","23.4","22.8"
"133"," Timor-Leste","","","","","69.6","","","",""
"65"," Trinidad and Tobago","21.7","20.8","17.7","15.6","16.5","","","15.6",""
"97"," Tunisia","","","","31.0","31.5","28.8","21.6","",""
"71"," Turkey","","","","","33.8","33.1","32.1","31.3","29.4"
"163"," Uganda","","","","80.6","","","","78.9",""
"84"," Ukraine","","","","","","18.2","17.8","18.1",""
"42"," United Arab Emirates","","","","1.6","","","","",""
"16"," United Kingdom","9.2","10.1","9.1","10.1","11.3","11.7","12.1","12.1","12.7"
"54"," Uruguay","","","23.3","24.7","22.2","22.9","22.4","22.5",""
"71"," Venezuela (Bolivarian Republic of)","","32.2","36.9","31.2","33.0","32.8","31.8","30.3",""
"115"," Viet Nam","","","80.1","","","62.5","62.5","62.6",""
"168"," Yemen","","","","","29.6","","","",""
"139"," Zambia","64.7","","81.3","81.0","77.3","","79.0","",""
"154"," Zimbabwe","","","","","","74.5","65.5","",""
"d: Data refer to the most recent year available during the period specified."
